Unnamed: 0,UserID,MovieName,rating,Timestamp
0,194627,the+manzanar+fishing+club+2012,4.213414192199707,2022-09-07T18:52:11
1,56874,children+2006,4.458179473876953,2022-09-07T18:52:16
2,225378,sweepers+1999,3.993849277496338,2022-09-07T18:53:26
3,14243,home+alone+2+lost+in+new+york+1992,3.292605400085449,2022-09-07T18:53:51
4,113057,the+manzanar+fishing+club+2012,3.994046688079834,2022-09-07T18:54:21
5,159203,season+for+assassins+1975,3.9936022758483887,2022-09-07T18:55:35
6,211819,for+the+birds+2000,4.026357173919678,2022-09-07T18:58:39
7,155588,the+bleeding+2009,4.235616207122803,2022-09-07T19:00:47
8,66948,paths+of+hate+2011,3.994171142578125,2022-09-07T19:01:12
9,6581,prinsessa+2010,3.130373477935791,2022-09-07T19:02:17
10,37923,the+madagascar+penguins+in+a+christmas+caper+2005,4.638573169708252,2022-09-07T19:03:22
11,222891,keeping+the+promise+1997,4.021570205688477,2022-09-07T19:04:10
12,122147,mascara+1999,4.227833271026611,2022-09-07T19:04:11
13,132023,asfalto+2000,4.179668426513672,2022-09-07T19:04:48
14,25252,so+much+so+fast+2006,3.891745090484619,2022-09-07T19:05:09
15,173398,a+very+social+secretary+2005,3.9472904205322266,2022-09-07T19:05:51
16,134311,the+true+meaning+of+christmas+specials+2002,3.847113609313965,2022-09-07T19:06:22
17,168290,thrill+ride+the+science+of+fun+1997,3.8991942405700684,2022-09-07T18:58:02
18,190825,vincent+1982,5.08119010925293,2022-09-07T18:59:25
19,52307,chaotic+ana+2007,3.771207809448242,2022-09-07T19:00:47
20,4983,the+pajama+game+1957,5.2036237716674805,2022-09-07T19:00:54
21,162235,bad+ass+2+bad+asses+2014,4.147367477416992,2022-09-07T19:01:29
22,10277,tristan++isolde+2006,3.0817947387695312,2022-09-07T19:01:53
23,185459,presto+2008,3.987813949584961,2022-09-07T19:05:55
24,31500,creature+comforts+1989,4.586893081665039,2022-09-07T19:08:34
25,15838,the+heart+elsewhere+2003,3.9854602813720703,2022-09-07T19:09:36
26,190228,ride+the+pink+horse+1947,4.2836503982543945,2022-09-07T19:09:55
27,211475,dance+with+the+devil+1997,4.123630523681641,2022-09-07T19:12:03
28,72640,cheeky+2000,3.993408203125,2022-09-07T19:12:44
29,142106,lifted+2006,4.145488262176514,2022-09-07T19:07:15
30,113737,star+wars+1977,3.968374729156494,2022-09-07T19:09:07
31,41631,the+monk+and+the+fish+1994,3.420633316040039,2022-09-07T19:09:10
32,127807,rosas+hllenfahrt+2009,3.9901461601257324,2022-09-07T19:09:27
33,71654,lucifer+rising+1974,3.9746909141540527,2022-09-07T19:09:59
34,187267,eden+of+the+east+movie+i+the+king+of+eden+2009,3.3159427642822266,2022-09-07T19:10:19
35,36534,cose+da+pazzi+2005,3.5547094345092773,2022-09-07T19:11:08
36,198322,guernica+1950,3.983160972595215,2022-09-07T19:11:27
37,201751,the+bread+and+alley+1970,3.9671196937561035,2022-09-07T19:12:02
