Unnamed: 0,UserID,MovieName,rating,Timestamp
0,194627,the+manzanar+fishing+club+2012,3.4133567810058594,2022-09-07T18:52:11
1,56874,children+2006,3.585176706314087,2022-09-07T18:52:16
2,225378,sweepers+1999,3.4295241832733154,2022-09-07T18:53:26
3,14243,home+alone+2+lost+in+new+york+1992,3.466885566711426,2022-09-07T18:53:51
4,113057,the+manzanar+fishing+club+2012,3.426920175552368,2022-09-07T18:54:21
5,159203,season+for+assassins+1975,3.5852274894714355,2022-09-07T18:55:35
6,211819,for+the+birds+2000,3.434782028198242,2022-09-07T18:58:39
7,155588,the+bleeding+2009,3.462001323699951,2022-09-07T19:00:47
8,66948,paths+of+hate+2011,3.5606346130371094,2022-09-07T19:01:12
9,6581,prinsessa+2010,3.4869577884674072,2022-09-07T19:02:17
10,37923,the+madagascar+penguins+in+a+christmas+caper+2005,3.5384795665740967,2022-09-07T19:03:22
11,222891,keeping+the+promise+1997,3.570499897003174,2022-09-07T19:04:10
12,122147,mascara+1999,3.5106992721557617,2022-09-07T19:04:11
13,132023,asfalto+2000,3.70455265045166,2022-09-07T19:04:48
14,25252,so+much+so+fast+2006,3.432396411895752,2022-09-07T19:05:09
15,173398,a+very+social+secretary+2005,3.5298962593078613,2022-09-07T19:05:51
16,134311,the+true+meaning+of+christmas+specials+2002,3.552440643310547,2022-09-07T19:06:22
17,168290,thrill+ride+the+science+of+fun+1997,3.4250564575195312,2022-09-07T18:58:02
18,190825,vincent+1982,3.7747530937194824,2022-09-07T18:59:25
19,52307,chaotic+ana+2007,3.4078903198242188,2022-09-07T19:00:47
20,4983,the+pajama+game+1957,3.5850422382354736,2022-09-07T19:00:54
21,162235,bad+ass+2+bad+asses+2014,3.4564990997314453,2022-09-07T19:01:29
22,10277,tristan++isolde+2006,3.456789016723633,2022-09-07T19:01:53
23,185459,presto+2008,3.5079455375671387,2022-09-07T19:05:55
24,31500,creature+comforts+1989,3.4908554553985596,2022-09-07T19:08:34
25,15838,the+heart+elsewhere+2003,3.546994686126709,2022-09-07T19:09:36
26,190228,ride+the+pink+horse+1947,3.4639272689819336,2022-09-07T19:09:55
27,211475,dance+with+the+devil+1997,3.4806394577026367,2022-09-07T19:12:03
28,72640,cheeky+2000,3.4948291778564453,2022-09-07T19:12:44
29,142106,lifted+2006,3.5170226097106934,2022-09-07T19:07:15
30,113737,star+wars+1977,3.436875820159912,2022-09-07T19:09:07
31,41631,the+monk+and+the+fish+1994,3.5799496173858643,2022-09-07T19:09:10
32,127807,rosas+hllenfahrt+2009,3.5442543029785156,2022-09-07T19:09:27
33,71654,lucifer+rising+1974,3.4089765548706055,2022-09-07T19:09:59
34,187267,eden+of+the+east+movie+i+the+king+of+eden+2009,3.4165821075439453,2022-09-07T19:10:19
35,36534,cose+da+pazzi+2005,3.4445641040802,2022-09-07T19:11:08
36,198322,guernica+1950,3.4818363189697266,2022-09-07T19:11:27
37,201751,the+bread+and+alley+1970,3.433566093444824,2022-09-07T19:12:02
38,60330,harriet+craig+1950,3.599189043045044,2022-09-07T19:12:56
39,9759,bobs+birthday+1994,3.5382497310638428,2022-09-07T19:14:15
