Unnamed: 0,UserID,MovieName,rating,Timestamp
0,194627,the+manzanar+fishing+club+2012,-4.670422936004734,2022-09-07T18:52:11
1,56874,children+2006,11.253738437645584,2022-09-07T18:52:16
2,225378,sweepers+1999,3.0197657202497394,2022-09-07T18:53:26
3,14243,home+alone+2+lost+in+new+york+1992,10.660087945507582,2022-09-07T18:53:51
4,113057,the+manzanar+fishing+club+2012,-2.872335240026648,2022-09-07T18:54:21
5,159203,season+for+assassins+1975,1.2891764633424612,2022-09-07T18:55:35
6,211819,for+the+birds+2000,8.800230463970397,2022-09-07T18:58:39
7,155588,the+bleeding+2009,6.683175638059873,2022-09-07T19:00:47
8,66948,paths+of+hate+2011,11.695260376727532,2022-09-07T19:01:12
9,6581,prinsessa+2010,4.659758146552527,2022-09-07T19:02:17
10,37923,the+madagascar+penguins+in+a+christmas+caper+2005,11.838356079968921,2022-09-07T19:03:22
11,222891,keeping+the+promise+1997,5.4503483813758695,2022-09-07T19:04:10
12,122147,mascara+1999,0.477066783363183,2022-09-07T19:04:11
13,132023,asfalto+2000,8.165233332345323,2022-09-07T19:04:48
14,25252,so+much+so+fast+2006,2.9489777776343646,2022-09-07T19:05:09
15,173398,a+very+social+secretary+2005,-2.987885164047797,2022-09-07T19:05:51
16,134311,the+true+meaning+of+christmas+specials+2002,6.945091177324635,2022-09-07T19:06:22
17,168290,thrill+ride+the+science+of+fun+1997,8.338653537513194,2022-09-07T18:58:02
18,190825,vincent+1982,7.91352022270847,2022-09-07T18:59:25
19,52307,chaotic+ana+2007,5.287323621519755,2022-09-07T19:00:47
20,4983,the+pajama+game+1957,-2.8138863092151496,2022-09-07T19:00:54
21,162235,bad+ass+2+bad+asses+2014,8.073563398221179,2022-09-07T19:01:29
22,10277,tristan++isolde+2006,5.681320665596104,2022-09-07T19:01:53
23,185459,presto+2008,-1.1780519394539315,2022-09-07T19:05:55
24,31500,creature+comforts+1989,1.0306673143289884,2022-09-07T19:08:34
